I saw you with a tall boy.	君が背の高い男の子といるのを見たよ。
Is it a cat or a dog?	それは猫ですか、それとも犬ですか。
Tom kissed Mary on the neck.	トムはメアリーの首にキスをした。
I'm a little nervous.	少し緊張してます。
I found the book interesting.	私はその本がおもしろいことにきづいた。
I was plenty nervous.	すごい緊張してた。
Did Tom reply?	トムから返事来た？
I knew you'd be angry.	君は怒るだろうとわかっていたよ。
Don't threaten me.	脅かすなよ。
It is pitch dark.	真っ暗闇だ。
He was very excited.	彼は大変興奮した。
Tom didn't want trouble.	トムは心配事が起こって欲しくなかった。
We don't have sugar.	砂糖がないよ。
What are you laughing at?	なんで笑ってるの？
Tom ran up the stairs.	トムは駆け足で階段を上っていった。
Forgive us.	お許しを。
He kept talking.	彼は話しつづけた。
Call a doctor immediately.	すぐ医者を呼んでくれ。
I was 13 in 2003.	2003年、私は13歳だった。
Tom caught a big fish.	トムは大きな魚を捕まえた。
I sprang out of bed.	がばっと気合を入れて身を起こした。
He's waiting at the bus stop.	彼はバス停で待ってます。
Tom likes to drink.	トムは飲むのが好きだ。
We're careful.	僕らは注意深い。
Tom came.	トムが来た。
It's an easy victory.	楽勝だよ。
Watch my camera for me.	カメラを見ていてね。
I'd like some more water.	お水をもう一杯ください。
I had a phone call from him.	彼から電話があった。
You must be kidding!	冗談だろう！
She worked hard.	彼女は一生懸命働いた。
Tom walked all day.	トムは一日中歩き続けた。
I can see that.	わかります。
It's a typo. Sorry.	打ち間違いです。すみません。
Does that clock work?	その時計は動いてますか。
Tom looked good today.	今日のトムは調子が良さそうだ。
He acquired Russian quickly.	彼はロシア語を素早く習得した。
He earns 300,000 yen a month.	彼は月に３０万円稼ぐ。
I like baseball.	私は野球が好きだ。
I know that you live here.	あなたがここに住んでいるのを知っています。
The baby was fast asleep.	その赤ん坊はぐっすり眠っていた。
Is Tom also studying French?	トムってフランス語もやってるの？
Tom is about three years old.	トムは3歳くらいです。
I'm not what I used to be.	私はもうかつての私ではない。
An accident has just happened.	事故がちょうど今起こったところだ。
It wasn't my mistake.	それはわたしの落ち度ではなかった。
Please say it once more.	もう一度おっしゃってください。
Your father is pretty tall.	あなたのお父さんはとても背が高いですね。
She turned on the light.	彼女は明かりをつけた。
I wanted to go home early.	早く家に帰りたかった。
My father is a businessman.	父はビジネスマンです。
Eat up all your spinach!	ほうれん草をのこさずにたべなさい。
We swam in the lake.	私たちはその湖で泳いだ。
I wish I had a room of my own.	私だけの部屋があればいいのになあ。
I live on the fifth floor.	わたしは６階に住んでいる。
He is a doctor.	彼は医者だ。
Here we go.	さあ、行くぞ。
She became a singer.	彼女は歌手になった。
He seems to be rich now.	彼は今では金持ちらしい。
Can't anything be done?	どんな事でも、何か出来ませんか？
I love being alone.	私は一人のほうが好きだ。
Swimming is my hobby.	水泳は私の趣味です。
Are you dead?	死んじゃったの？
I'd like some more coffee.	コーヒーのおかわりを下さい。
I can't tell you everything.	全てをお話しすることはできません。
Stop that!	やめろ！
You need sleep.	睡眠をとったほうがいい。
Could you open the window?	窓を開けていただけないでしょうか。
He set off to Paris.	彼はパリへ発った。
You can swim, can't you?	あなたは泳げますよね。
We're close friends.	私たちは親友です。
I'm starting to dislike her.	私は彼女が嫌いになってきた。
I don't drink beer very often.	ぼくはビールをあまり飲まない。
She is out on an errand.	彼女はお使いに出ています。
That's the way it is.	それが現実だ。
Tom cut classes again.	トムはまた授業をさぼった。
He was held in captivity.	彼は捕虜になった。
I bought a book about animals.	動物に関する本を買った。
I tell it like it is.	私はストレートに話した。
He is fond of swimming.	彼は泳ぐのが好きです。
Can I hold your hand?	手つないでもいい？
That's why I was late.	そういうわけで遅くなったのです。
Don't start yet.	まだ始めないで。
Who threw a stone at my dog?	誰が私の犬に、石を投げつけたのですか。
He was surprised by the news.	彼はその知らせに驚いた。
Ask me anything!	何でも聞いて！
He is in his early twenties.	彼は20代前半です。
Who's the person with Tom?	トムと一緒にいるのは誰ですか？
I can't really remember.	本当に思い出せないんです。
I need to get some shut-eye.	少し寝ておかないといけないな。
Tom is learning French.	トムは今フランス語の勉強をしている。
Shall we take a cab?	タクシーで行きませんか。
Do you want to go again?	また行きたい？
Where is the store?	そのお店はどこ？
My eyes itch.	目がかゆいです。
Have you seen my wife?	うちの家内を見かけませんでしたか？
He is off today.	彼は今日は休みです。
You can go.	行ってもよろしい。
The house went cheap.	その家は安く売られた。
I have a high fever.	熱が高いんだ。
